review_key,competitor,review,stage,error
8e96c73723f949fecdd16dc8fa8d540692386cf9cb1966493480955bdf4c0971,Yelp,Ever since I downloaded this app I have been harassed non-stop sometimes up to three times a day while I'm at work with clients to pay money to these morons. You tell them you're not interested and then somebody calls you back 5 minutes later and interrupt you continuously.. I was actually planning on signing up for Yelp business and After the harassment over the phone it turned me off,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
e74e181d3f88eac06c89dc1975f048054c71204229134a86c081bf27ec090ea3,Yelp,Scam alert I tried the advertising with them and it didn't work. So I canceled it. After that I got few 5start reviews from customers that contacted me through the app. But they removed all of them saying that the software removed them without explaining why.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
40f9ce31766dc0f66c7673e913746324f3f7b7ea33e5e213d793415a2b77ee1b,Yelp,this app everytime im on it make me out of oder...,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
3782381d5d13712f29b9059c882c65636c6e9b0b52b010f7876427e03784c405,Yelp,Horrible company. They will hide legit 5-star reviews and show fake 1 stars unless you continue to pay them. All they want is your money. Absolutely not worth dealing with.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
61b7b9831d35abca5889db44b088ccce6a94068eedddd8f61519529be349a293,Yelp,garbage,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
20445396a5dad8a15906ef27c32952fdd05735be5350be946dc7562804661325,Yelp,"You can't upload your business logo without paying for premium, which is $2k a year MINIMUM! plus they don't remove 1-star reviews even when the review was CLEARLY written by your competitors advertising their business over yours. Not worth paying for.",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
c3f8bea27200d875a61ebb347c1105712bafd6149edba9864c9f2a5acecc7109,Yelp,too many steps to get to replies,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
9703d0099107e914c9bf1fd9fc600d6d3808f99f9e291d6d81b5ca27eb45f39c,Yelp,"Don't waste your money on this company as it’s not helpful or worth it. Despite paying them every month, my rating has dropped significantly. I had 24 five-star reviews, all of which were suddenly moved to the 'Non-recommend' category, bringing my overall rating down to 4.2. I was shocked to see that even ratings from clients who hired me through their app were affected. I've called customer support numerous times, but all I get are vague and unhelpful responses. In my opinion, using this servic",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
022af7f35b5685afd1be9acf1eeef9ca9947cbb33dde32f64d2db75894b50202,Yelp,Horrible ads program. Don't waste your money.,category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
7d0e2f860bb3fcb2a7b3445341e7a216c1873c287760b5efbcf4faa446118e21,Yelp,"Yelp allows anyone to post fake reviews, then don't show or publish honest reviews submitted by previous clients. Yelp has lost me business and refuses to provide customer support. Do not use this service, reviews are dishonest and fake. Yelp provides no customer support and can't even manage the content that is posted by them.I regret ever having tried this service and now spend more wasted time trying to fix the issues it has caused. * All they want is your advertising revenue! *",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
ba0029c0c5ad46b5b90a483209d24d866c8e30fd09c296a1b94b3f0c272f7492,Yelp,"Warning to business owners!!!! Please do not use this company for any advertising!!! I wish I had never gotten involved. You are charged per click to your page. So not even just responding to a potential business lead, but like anyone that clicks on you, you pay for. Most of the leads are unresponsive, and turn to nothing. Buyer beware and read the small print!!!",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
9e56f7d6f1be5302b5ffbab95f0302bdcb2724244b9e8faa2763d367f026b0b9,Yelp,"Claimed our business could be on there for free... So I said sure. Claimed they could put up ads and we just paid for the people that got directed to us .... So I said sure. Then I see on top of the leads, we're being charged 450$ a month for the ads being up (after I got told the leads were going to be the only charge). So I cancelled the ads. So then it says no upcoming bill. Cool. Great. This month I get charged again ....ok cool, still says no upcoming bill. I will be calling today....",category,"Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
