repair_queue_type,repair_reasons,reviewId,rating,publishedDate,text,competitor,year,manual_relevance,manual_user_type,primary_complaint_theme,secondary_complaint_theme,manual_complaint_themes,manual_severity,annotation_method,annotation_status
suspect_ai_label,spam_theme_may_be_low_response,6a1da917e05088733462371f,1,2026-06-01 17:45:27+00:00,"They lied about how they charge, when they charge. After I had canceled my service. I continued getting leads that i couldn't respo to. Then they billed me again for the leads I no longer had access to respond to. At the time I'm writing this, I've been on hold with customer service for 1hr and 45 min. ",Yelp,2026,Relevant,Customer,Too many provider contacts / spam,,Too many provider contacts / spam,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,6a1769c802bf009b50134c28,1,2026-05-28 00:01:44+00:00,"Terrible.  Aggressive website constantly trying to push me to use the app.

Unreliable results as well.  E.g. search on churches in Waterford and it comes up with Killkenny and Wexford in the list.",Yelp,2026,Relevant,Customer,Platform usability / technical issues,,Platform usability / technical issues,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,6a15d2d0a8171e26c9ce1837,1,2026-05-26 19:05:20+00:00,"I ordered a Boston Marathon certificate advertised in the Boston Herald. It apparently ""comes from"" a ghost company called Run Ink. I spent $30 expecting to receive a paper certificate but all I got was an email with a file telling me to print out the certificate myself. Herald customer service will not deal with the problem and ""Run Ink"" cannot be emailed, the phone number the Herald gave me just rings busy and Bing maps does not show a physical location for ""Run Ink"". Do not order these certificates the Herald is selling.",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,6a143ee8940f9493d6341ace,1,2026-05-25 14:22:00+00:00,"Wonderful breakfast - cooked to individual order from a menu.  HOWEVER - BIG HOWEVER:

This place completely closes at night.  There is no one running the show.  If you have an early flight - you're screwed because although they will check you out early.  The elevator is locked up from 1 to 7 AM.  
 
1. You can check out early.  However
     a.  The elevator is locked up from 1 - 7 AM.
     b.  SO IS THE STAIRWELL ON THIS 12 Story Building.  Note, I didn't check any other floor, but the stairwell door on the second floor, yes from the inside, was locked.  I would strongly suggest the legal enforcement officials of the Building Standards Act and the Fire Service Act of Japan check this situation out. 
     
This situation means there is no way for you to leave the hotel to catch an early flight.  We discussed this concern with the mgt and they said they would send someone in (""a girl"") to unlock the elevator, allowing us to get our bags out of the room and leave in at 5 AM which is what we wanted.

The hotel staff acted as though it was really unusual for them to have people that needed to check out early.  Really?  No one stays there that needs to catch an early flight?  I could hardly believe it!  Like I said earlier, they had to make a special arrangement for ""a girl"" to come in and let us out.  

By this time they had lost my confidence,  I was supposed to stay in limbo the entire evening and night and hope the ""girl"" makes it in.  There was no relaxation in that thought, so I checked out availability in the Sansui, a sister hotel, and moved my wife, my eight pieces of luggage and myself there, just so I could relax a little before my long journey back to the States the next day.",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,6a11d5bb14bec61309005158,1,2026-05-23 18:28:43+00:00,"JBU Shoe Company did not stand by their product.
I purchased a pair of shoes in October, 2025. In March, 2026 the sole separated from the shoe.  The company claimed that the shoe was ""out of warranty"" and refused to refund or replace the shoe. I purchased the shoe for $75.  I am extremely disappointed in the policies of JBU and think that they should stand by their inferior product.",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,6a0f53e7f6cf3d69c4fd53f6,1,2026-05-21 20:50:15+00:00,"Maytag service directed me to VIA Appliance Repair to fix my Washing Machine.  It was throwing an error code that I gave to the service technician when I made my appointment.  They ordered a part before ever looking at my machine and cancelled my appt without notifying me.  They rescheduled the appt for a week later when the part came in.  The technician came and replaced the part, but it did not fix the problem.  He diagnosed the issue and informed me that I needed a different part. I paid a total $331.33.  He came back a week later with the new part.  He installed the new part, but again it did not correct the problem.  He then advised me that the issue could be any of several other parts, but he was not sure.  He wanted me to pay for another part, wait another week, and let him ""try"" that.  He could not tell me with any degree of certainty that this next attempt would fix my issue.  In fact, he told me it could be one of several other parts including possibly the mother board.  Part of the $331.33 I paid was a $139.00 Diagnostic fee.  Since they never diagnosed what was actually wrong with my washing machine, I believe they owe me $139.00, however, VIA has told me that fee is non-refundable.  The technician was very nice and polite, but he was not able to diagnose the issue, nor could the several individuals he called.  They just wanted to keep trying new parts (by the way they won't order parts unless you pay for them in advance).  Beware of this company.  They claim to repair many appliances but all they are really doing is looking at a tech manual and attempting to diagnose your issue, they are not specialists in anything!  Buyer BEWARE!",Yelp,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,side_conflict_customer_vs_provider_evidence,6a0aaa9518617df0f816a94f,1,2026-05-18 07:58:45+00:00,I recently posted a review online and it was a legitimate review and truthful. When you review a company then it is your experience and whether it is a good or bad review a business owner should not come back to you confronting you in any way that is unprofessional. I had a business owner not only reply to my review online but to message me as well through email saying that I was bashing her company online and was nagging me for information as to who the experience was referring to. Yelp is a waste of time and there are reviews that are rated at 1 star with the customer's experience and yet those reviews are not targeted by some crazy rude response online. Fair practice is when you're not doing your job as a business then you need to shut down your business. ,Yelp,2026,Relevant,Customer,Review trust / moderation,,Review trust / moderation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,6a035994d94af564eaca1df8,1,2026-05-12 18:47:16+00:00,"This company does not respond to emails.  There doesn't appear to be more than one or two people in customer service, consequently there is no customer service.",Yelp,2026,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,6a019aa7c4121eec9f9beaf4,2,2026-05-11 11:00:23+00:00,bad support team for business ,Yelp,2026,Relevant,Service Provider / Business,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69fcba8ef6f71a4c7ef383dd,1,2026-05-07 18:15:10+00:00,"Beyond Disappointed: Do Not Hire Aptive Environmental - ""technician"" spent all of 1 min in my backyard ""spraying"" Sent me bogus pictures and a laundry list of what he supposively did. Lie. I was standing inside my home watching. Called 4 numbers to talk with local company located on Dodge and instead was connected to call center 3 times. The fourth number, supplied by a Tim Miller Manager, using text messaging, for questions/concerns is no longer in service.",Yelp,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69fbf5575d859940dbbdc11e,1,2026-05-07 04:14:22+00:00,"This last year my wife signed up for a year, with Eco Shield, the pest solutions Co. In April when the Rep.came out 4 23 26 for our application, I asked the rep how many more applications we had. After contacting his office, I was told one. At that time because of cost, we would not be renewing because of rising cost. Being A Senior Citizen, on a fixed income, expenses need to be controlled. Today when I called to complain about our Ant Problem, they told me my contract was cancelled, even though I WAS told I HAD one more application left, and was told by a customer rep, I could get a complacently application. I thanked her very MUCH. However, in about a half hour, I RECEIVED another text that I could not get a complimentary service unless I SIGNED UP for another service.  Being in sales and customer service, all my life, I would never make a statement unless it would be fulfilled. THIS IS A POOR WAY TO RUN A COMPANY, WHEN YOUR PHONE INTRODUCTION SAYS your customer service. My next step is to contact Channel 7  is on your side to get their opinion on poor customer service.",Yelp,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69f69f5eee425a23cc32a692,1,2026-05-03 03:05:34+00:00,"Our experience with Deck and Drive (D&D construction) has been extremely disappointing. From the start, the work was full of mistakes, poor workmanship, and almost no communication. Pavers were installed in the wrong direction and wrong colors, the walkway was placed incorrectly, cement was left exposed, no underlayment was installed under the sand (so now we have weeds growing up through our pavers), and then they even installed pavers over an active sprinkler head. They repeatedly missed appointments, sent crews during all-day rain (so no work could be done on those days), and ignored our requests for basic protection around our home.

Before D&D even started our project, they told our finance company it was ""substantially complete,"" and they tried to collect full payment. Then later, despite the project being nowhere near complete, D&D again told our finance company it was ""substantially complete"" and tried to collect full payment. 

Due to the lack of progress, the quality concerns, and D&D's refusal to provide a corrective plan in writing, we no longer felt comfortable allowing them to continue. In response, D&D placed a lien on our home and threatened foreclosure. To protect ourselves, we felt forced into having to hire an attorney to try to rectify all the issues. We have now been in this lawsuit for well over a year, with pallets and sand still blocking our driveway, and our front entrance is still not fully usable.

Based on our experience, we can not recommend Deck and Drive (D&D Construction). This review doesn't even represent all of the issues we have with D&D in regard to our project. There are so many issues, we can't even write them all in this review. 

Instead of addressing legitimate concerns and correcting their mistakes, they chose to pressure, misrepresent progress, and ultimately sue and threaten to foreclose on their customers. We are not the only customers to be involved in a lawsuit against D&D. We are #5.",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69efad893c7239886744a464,1,2026-04-27 20:40:10+00:00,No true customer service.  Horrible company that try to rip people off.  House had trash all over back yard and in drive way and NEVER responded to pictures or list of problems since January,Yelp,2026,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,large_explicit_money_impact_not_high,69efa325e6e585aecdf7612c,1,2026-04-27 19:55:49+00:00,"In the four pages of small print I had to sign was the wording, ""If you fail to make any scheduled payment on time... the 'Same as Cash' Option ends. Interest will then be assessed... from the actual completion date and the 'Same as Cash' Period will not be interest free."" (Although that never hit my radar as a potential problem until it was too late.)

And although that seems mostly reasonable, what it means in effect is that if someone is late by just a day or two on one payment for any reason, that that the entire Free interest provision in the contract is void.  

In the spirit of agreement, I don't believe the $1200 they made me pay in interest (for just six months) was justified.  I talked to the rep when the problem occurred, and they didn't sound like there was any problem.  They simply put the payment through again and it cleared.  Also, I ended up paying the entire amount due well within the one-year deadline! (I think I paid it off in just six or seven months.)

So, even if Bath Fitters (and their sheisty credit company) is technically within their rights making me pay all that interest, it sure doesn't seem justified to me.

BTW: Another misleading (Fraudulent?)  claim they make is that the work will be done in ""Just one day!""  When I asked the contractor why it was taking two full days, he said that it almost always does!  ",Yelp,2026,Relevant,Service Provider / Business,Misleading claims / transparency,,Misleading claims / transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69ea3d1922d7c1b0582ec138,1,2026-04-23 17:39:05+00:00,"Eintrag im Dezember vorgenommen und seitdem fühlt sich keiner zuständig, mal die EInträge zu prüfen. Die Seite ist schon seit längerer Zeit tot und wird von Usern kaum genuzt. Wenn man dieses träge Verhalten mal ansieht, überrascht es nicht. ",Yelp,2026,Relevant,Service Provider / Business,Platform usability / technical issues,,Platform usability / technical issues,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69e40fdca72e6db4b7050cc9,1,2026-04-19 01:12:28+00:00,"We went to the Checkers restraint in east 13th, Wichita. Both times we left with upset feelings.  The fist time we were told there would be a 5 minute or more wait to be seated.  There was hardly any customers we could see already there. We left, no reason we couldn't be seated that we could see.  This second time, that really peed us off, was the same thing, hardly any customers there, and were told it would be at least a 5 minute wait before being seated.  So, since we were there with friends, we did sit down and waited.  During this time, no one came in or left but there were 3 people standing at the entry stand, just talking and not paying any attention to any customers.  Then, after waiting for awhile, we were taken to a booth that we had requested a table since we are both old and unable to sit at the low down booth benches that they have there. I had a previous experience with a very similar bench seat and I couldn't get up from it without making a real fool of myself trying to get up.  It took 3 people to help me get up at that time.  Anyway, we asked repeatedly for a table instead of the booth and even though there were obviously empty tables very close to where we were standing, we were not offered any.  We left at that point, taking 4 customers to a different restaurant",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69d514cfee35f0d7376ab389,1,2026-04-07 16:29:35+00:00,I have a Minka fan in my home and it needed a new sending unit and remote. Lumens in Sacramento showed it on their internet site. I called and was told that if I couldn't show some type of proof that I did not buy the fan there they would not sell me the parts. I secured them from the company but I never experienced that they would not help me,Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69d3bf629a141a546687676b,1,2026-04-06 16:12:50+00:00,"Je vous écris récemment mon expérience vécue et authentique avec l'entreprise ""El Anthony RAYMOND Mon frigoriste Catalan"" à qui j'avais donné toute ma confiance pour l’achat et l’installation d’une climatisation, mais qui malheureusement par la suite il a fait une installation défectueuse de climatisation prouvée par un expert qui a stipulé que c’était du « sale boulot », qu’il était incompétent et que je me suis faite arnaquée… Je lui ai simplement fais confiance et je n’aurai jamais cru cela de la part de lui qui savait ce qui faisait dès le départ en se faisant une belle marge X2 et de profiter de la faiblesse des personnes avec ses grands discours (ses paroles ne suivaient pas ses actes), il a été malhonnête dès le départ et qu’il ne se soucie pas une seule fois de ses clients une fois l’argent encaissé….. Aujourd’hui, je dénonce cette entreprise par son incompétence, aucun professionnalisme, aucune écoute, irrespectueux. En aucun cas, je vous recommande cette société (un menteur reste un menteur).
",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69cff65f6af99cf808a9b911,1,2026-04-03 19:18:23+00:00,"They are not professional at all. I have sent multiple emails to customer service asking for help with the setup, and it has been more than three months with no reply.
",Yelp,2026,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69ceac51b66a957016ae484a,1,2026-04-02 19:50:10+00:00,"Worst customer service ever 
I contacted them , they was not able to assist 
The y put on hold for 2 hours , and no one answered, in addition they will charge no nothing
",Yelp,2026,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69cd75b2ea426889071b2e04,2,2026-04-01 21:44:50+00:00,"
The worst service EVER.   I went to trade my car in for a new car at Nissan of Ft Myers.I was told that I was approved for the new car 2026 Nissan Rogue. I and my girlfriend even signed the papers from suncoast the bank that approved us. Approximately 3 weeks later the  salesman Palm called me up and tells me that we need to return the vehicle because the loan fell through. I didn't really care about the loan not going through. I was upset because I tossed the registration from the car that was traded in. So o go to the DMV to get a new registration and come to find out that Nissan of Ft Myers never attached the tag back to the vehicle I was going to trade in. So technically I am driving illegally. I messaged Palm who sold us the car that fell through and still nothing is being done. I also spoke to the finance manager Mr  Garcia yesterday and was told that he would get a hold of there title company to get to the bottom of this situation and call me back. Still no call back. This is not the way business should be done. I had also talked to the General Manager the other day and all he cared about was the bad google review that I posted. What about caring more about the customer and taking care of what's more important. Buyer be ware of this shady company",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69c15d2aaec59ff48a175c34,1,2026-03-23 17:32:58+00:00,"Stanly Steamer was absolutely horrible. They didn't get stains out. While polishing my wood floors they sprayed the chemicals unto the walls.  And after I gave permission to one of the workers to use my bathroom, instead of removing a mirror that was in the way he got pee all over the wall, floor and toilet.",Yelp,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference,69bb44a4229e58095fb46a4d,2,2026-03-19 02:34:44+00:00,"Had a problem with a leaking water softener. Called and made an appointment for from 2 to 4 today. At 3:45 I  called company and they said tech was done for the day. Told me they would try to reach him and call me back. Went out front door to find a bill from the company that problem was fixed and that ""homeowner was not home.""  I called again and how the problem got fixed without me being home since the water softener is in my garage. They said garage door was open so they just did it. Two cars and an open garage door and they never knocked on my door? I have two dogs they would have been loud if he had knocked. Said he tried to call me but couldn't get ahold of me. Again why call when you can knock on the door? Asked them to have a ""tech manager"" call me tomorrow and was told ""they don't call customers."" The more I talked to the receptionist the madder I got. Worst customer service I have ever experienced",Yelp,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69bb1ec280766da6f21207ed,1,2026-03-18 23:53:06+00:00,"Byer BEWARE! This company is a scam. They are in Roseville. In 2021, I purchased a Policy with Bankers Life insurance. I was sold a Whole life policy. I spoke with the person who has been fired! And I signed and wet-signed the documents while this person sat in my home. Today I was called and told I surrendered the policy. I was sent a policy that said I signed. I have been making my payments, but it turns out I was sold a policy that is a scam; they put together some crazy document that is not what I purchased. They are still collecting my premiums, but I don't have a policy",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69b6752d830bba94da54d29e,1,2026-03-15 11:00:29+00:00,"J'avais confiance et j'ai fait confiance. Grossière erreur. Mon mari et moi étions dans le désespoir. Nous étions extrêmement inquiète quant à l'état de santé de notre minette. Nous pensions que les spécialistes de la clinique étaient sérieux et consciencieux et que nous pouvions leur faire confiance. Nous n'aurions pas dû car notre minette est décédée par négligence, mauvais diagnostic et traitement. Pourtant de nombreux examens ont été effectués mais il n'y a eu aucun suivi, aucun véritable traitement. Malgré mes relances rien n'a été fait, je n'ai jamais été prise au sérieux. Ma minette est décédée à 8 ans par négligence. Sa maladie n'était pas incurable il lui fallait juste le bon traitement. Je ne recommande pas cet établissement. Je ne recommande pas non plus les spécialistes et le personnel. Si vous lisez ce message, un conseil fuyez cette clinique, sauvez vous pour sauver votre animal.",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69b18db05d16f5741d55cd7b,1,2026-03-11 17:43:44+00:00,Church Texas chicken on 2506stBernard ave   I ate there the food gave me food poisoning.   I threw up at least six times.  I will never go there again ,Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69a427477ef2f61e89d927f7,1,2026-03-01 13:47:19+00:00,"I purchased a mattress from Ashley in Nov 2025 and purchased additional mattress guarantee in addition to the 30 day comfort guarantee.   About 2 weeks after getting the mattress delivered I found out it was not the right one for me in addition to the sides of the mattress giving out because I sit on the side of the bed allot.  I called the store to see about an exchange, they said I had to wait until 30 days was up.  I called back 2 weeks later after the 30 days was up and was told they would have to send an inspector out to inspect the mattress to see that it was not performing the way it should.  I was told by the salesman that if I wasn't satisfied with the mattress I could buy another mattress and pay the difference for an upgrade if I wasn't satisfied with the mattress, not only if the mattress was failing which it was. That beside the fact the inspector was scheduled for 6 weeks later, which means I still have to deal with the problem.  The day of the inspector comes and he doesn't show up.  I call the store they reschedule for another 4 weeks, again they don't show up.  All this time I tried to call the salesman, who gave me his business card with his number on it.  Apparently the number if not answered in 4 rings goes to a different line and you never get to talk to the salesman.  I even called the store directly and was never able to speak to the salesman.  All I got from this store was the run a round and never an answer.  I finally wrote to BBB and they arrange for an exchange of the same exact mattress, of course they did say that I could buy a more expensive mattress.  I bought the mattress on sale and received a $1,000 discount.  I asked if I would get that discount on the new upgraded mattress, the answer was no, the sale was over.  If they would have honored their 30 days guarantee the sale was still going on.  At this point I was not going to throw good money after bad at this store.  I will never shop Ashley Furniture again.  If you want a runaround and never get their guarantee honored shop this store.  I still have to purchase another mattress, but it will never be from Ashley Furniture again.   ",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,69a0c45ac7ebe554ee31402a,2,2026-02-27 00:08:26+00:00,"Sonya's Beauty Supply , selling products unmarked and unlabeled properly. Selling hair products as human hair without any type of marking or supporting documentation. Attempted to sell a synthetic wig for $80 as human. There were no makers or indications inside of the wig as to what it was. When questioned regarding the care instructions Etc. The salesperson had no idea but continue to try to sell. It was a display item which looked like it had been moved to this wig head. Fraudulent tactics. Staff rude and not knowledgeable. Buyer beware.",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference | fake_invalid_leads_without_lead_evidence,69a04b3247ac717290123dbe,1,2026-02-26 15:31:30+00:00,Nutzen einfach Adressen ohne Erlaubnis für Einträge in Ihrem Bewertungsportal. ,Yelp,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,695837f1b9fc5856be5ad78a,1,2026-01-02 23:26:09+00:00,"Lascio questa recensione per questo rivenditore che è poco chiaro e poco corretto a mio avviso dopo un acquisto di una Audi Q3 Sportback  con fari Matrix successivamente ritiro l'auto e la macchina non ha i fari Matrix come scritto nel contratto di acquisto ma solo full led faccio presente il problema mi propongono di installare i fari  Matrix ma avendo perso la fiducia nel venditore rifiuto la loro offerta e chiedo come da diritto per i consumatori  la risoluzione del contratto per inadempienza contrattuale e la restituzione della somma mi restituiscono una parte e una parte se la trattengono con la scusa che l'auto non è più nuova con la paura di perdere tutti i miei soldi accetto a malincuore voglio solo mettere in guardia chiunque abbia acquistato un veicolo da questo rivenditore o intenda acquistarlo di controllare bene la vettura gli optional perché non si sa mai di cadere in tranello come son caduto io a acquistando  in buona fede e sono rimasto fregato.
Di quello che parlo è tutto documentato.
Un consiglio che posso dare girate al largo da questo rivenditore commauto di Quinto di Treviso.",Yelp,2026,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,6903640cf829408f09f86541,3,2025-10-30 15:11:40+00:00,"service was fine, but the coffee came cold.. maybe they was too busy today.",Yelp,2025,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,68fe57c2389292721836c7fb,1,2025-10-26 19:17:54+00:00,"pessima esperienza alla LOCANDA CASA MOTTA DI POVIGLIO R.E., scarsa professionalità, improvvisati che cercano di offrire servizi di ristorazione e pernottamento; da evitare assolutamente, per nulla trovi la tua prenotazione disdetta, dopo che hai bloccato le camere 6 mesi prima....sconsigliatissimo, c'è di molto meglio nella stessa zona. 
il proprietario ha avuto anche la faccia tosta di rispondere alla recensione su trip advisor sostenendo che in precedenza i miei cani (due non uno come scrivi, gentile Enrico) avessero dato fastidio nel nostro precendente soggiorno di dicembre 2024...fatto assolutamente non vero tanto che il sig. Enrico ha accettato la nostra prenotazione per il 24 ottobre 2025 nel lontano mese di maggio 2025.  a proposito, gentile Enrico non si capisce, visto quanto hai commentato in altra sede, perche' stai andando a piangere torno torno, presso amici comuni, affinchè possano  intercedere e farmi cancellare la recensione che ti ho fatto su trip advisor, che non cancellero' mai, dal momento che ho raccontato la verità vera, quanto mi è occorso a seguito della nostra telefonata....Vi consiglio di stare lontani da questo posto e dal suo proprietario. Ci sono molte persone piu' serie che ci hanno accolto con gentilezza e professionalità, facendoci passare tre giorni meravigliosi....HASTA LA VISTA
",Yelp,2025,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,68eb6eb1c990699c1c6d0d44,1,2025-10-12 11:02:41+00:00,Wil zonder kosten artikel van Amazon retourneren. Lukt niet moet zelf verzendkosten betalen. En dat voor zo n grote webshop.,Yelp,2025,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,68cd3840df8415210b629a04,3,2025-09-19 13:02:24+00:00,"Les salariés de JD SPORT sont incompétents.es dans leur secteur d’activité. La vente d’articles de sports collectifs où non et être servis par des personnes néophytes et totalement désintéressés de leurs produits..
C’est aussi les raisons pour lesquelles je vous déconseille fortement. ",Yelp,2025,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,yelp_relevance_without_platform_reference | unknown_user_type,68bba266c1062bbe018b3173,1,2025-09-06 04:54:30+00:00,"App Non aggiornata,persino fuorviante",Yelp,2025,Relevant,Unknown,Platform usability / technical issues,,Platform usability / technical issues,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,68914e11013ace29329639dc,3,2025-08-05 02:19:29+00:00,"I'm not even exaggerating when I say that Yelp has changed my life. Before I signed my business up, my phone was just... quiet. My heart would sink every time I saw a ""no new notifications"" message. It was a desolate, lonely wasteland of a digital life.
But then, I found Yelp for Business. It's not just a platform for reviews; it's a social lifeline. The minute I put my business on their site, the calls started rolling in. I'm talking multiple times a day! They're so persistent, so dedicated to my well-being, that they don't even get discouraged when I ignore their calls. That's true friendship right there. I've even blocked their numbers, but it's like they have a secret stash of new ones, ready to keep the good times rolling. It's a game of cat-and-mouse, and I'm the delighted, chased mouse.
Honestly, if you're ever feeling a bit down or just need to feel seen and heard, forget those expensive dating apps or therapy sessions. Just put your business on Yelp. It’s the ultimate life hack for loneliness. They'll call you, they'll check in on you, and they'll always, always have a new ad package to discuss. It's like having a best friend who's also a highly motivated salesperson. Thanks, Yelp, for filling the void in my heart... and my voicemail.",Yelp,2025,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
suspect_ai_label,ai_exclude_recheck,688e8c7174f40e07d33b0158,2,2025-08-03 00:08:49+00:00,"The flies were more attentive than the waitstaff.  Ordered Philly Cheesesteak Pizza, was so disappointed.  Not at all like the sandwich which showed caramelized onions & peppers which looked delicious. Raw onions & raw peppers and tiny chunks of beef topped my 12” pizza. I asked if they had thin crust, waitress said “no problem” but soft thick pieces graced the plate.  My friend’s hamburger looked excrllrnt and he said it was very good.  Not sure I’ll give this establishment another try. Waitress was hurrying us to leave when we were still eating.  Give our experience a 2 out of 5.  ",Yelp,2025,Exclude,Not applicable,Not applicable,,,Not applicable,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit
